PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2021-07-24 09:18:26,dheer,1,1,EPSON L130 Series,"new 16",DESKTOP-MEU6PCP,A4,EMF,,,NOT DUPLEX,GRAYSCALE,2kb,
